type,text,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,has_landline_number,word_length
ham,ট্রানজ্যাকশন নম্বর R221129.1151.1600f7 300 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 302.50 টাকা। নতুন মেয়াদ 29/11/23পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.88,0,117
ham,ট্রানজ্যাকশন নম্বর R231128.0933.70005a 59 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 64.39 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R221128.1352.250132 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.85 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R231127.1515.6500cc 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.91 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R231126.1008.6500d5 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 26.24 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R231124.2002.69021e 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.70 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R231120.1208.660018 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 58.74 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R221115.2035.200073 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.77 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240507.1549.66007e 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.18 টাকা। নতুন মেয়াদ 06/06/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240507.0932.68000c 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.10 টাকা। নতুন মেয়াদ 06/06/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240505.1639.7000c5 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20 টাকা। নতুন মেয়াদ 04/06/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.62,0,112
ham,ট্রানজ্যাকশন নম্বর R240504.2108.61018f 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.21 টাকা। নতুন মেয়াদ 03/06/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230530.0103.21000b 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.72 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240503.2025.7201bd 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.13 টাকা। নতুন মেয়াদ 02/06/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230529.1635.1500ac 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.86 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230526.1514.200080 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.77 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240523.0957.720082 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 141.73 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.81,1,116
ham,ট্রানজ্যাকশন নম্বর R230517.2109.1500d4 56 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 56.79 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240512.1330.710053 100 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 100.02 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.88,1,117
ham,ট্রানজ্যাকশন নম্বর R240510.2007.670114 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.38 টাকা। নতুন মেয়াদ 09/06/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240501.0929.66012b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.04 টাকা। নতুন মেয়াদ 31/05/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240305.1143.6700ad 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.08 টাকা। নতুন মেয়াদ 04/04/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230327.2248.23009c 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 52.90 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230312.0936.11009b 400 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 403.06 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.88,0,117
ham,ট্রানজ্যাকশন নম্বর R230311.1224.1900c7 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.73 টাকা। নতুন মেয়াদ 08/02/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240608.1900.660158 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.27 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240608.1221.63000b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.10 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230607.1753.170008 56 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 56.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240605.1742.7000e4 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.62,0,112
ham,ট্রানজ্যাকশন নম্বর R240603.1843.710125 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.62,1,112
ham,ট্রানজ্যাকশন নম্বর R230622.1044.180162 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240619.1511.630016 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 19/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230617.1117.220080 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240614.1438.6700d5 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50 টাকা। নতুন মেয়াদ 14/07/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.62,0,112
ham,ট্রানজ্যাকশন নম্বর R230613.2152.190161 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240612.1936.6701ac 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.95 টাকা। নতুন মেয়াদ 12/07/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240612.1208.680159 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.44 টাকা। নতুন মেয়াদ 12/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240610.1014.650124 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.02 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230726.1721.170081 26 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 26.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230717.1437.2200a2 130 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 130.91 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.88,0,117
ham,ট্রানজ্যাকশন নম্বর R230715.1222.150027 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230713.0547.21002a 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230710.1231.1600ab 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.84 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230107.1622.170070 650 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 698.64 টাকা। নতুন মেয়াদ 07/01/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.88,1,117
ham,ট্রানজ্যাকশন নম্বর R240125.1609.7100b4 89 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 89.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240123.0954.640075 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.36 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240120.1501.720072 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.38 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240119.1631.680147 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.40 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240119.1532.720121 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240116.1351.7100d7 168 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 168.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.88,0,117
ham,ট্রানজ্যাকশন নম্বর R240115.1211.64012d 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.43 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240114.1220.670138 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.10 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240101.1430.6100f3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.22 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230208.1012.2500c0 600 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 609.45 টাকা। নতুন মেয়াদ 08/02/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.88,0,117
ham,ট্রানজ্যাকশন নম্বর R230207.1908.170066 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.18 টাকা। নতুন মেয়াদ 07/01/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240204.1103.7001a2 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.80 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240201.1942.610015 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R221205.1446.160034 650 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 725.17 টাকা। নতুন মেয়াদ 05/12/23পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.88,1,117
ham,ট্রানজ্যাকশন নম্বর R231231.1436.630044 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.24 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R231226.0945.6300b9 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.23 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R231226.2012.710092 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 53.72 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R231225.1619.680068 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.25 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R231224.1957.63020c 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.27 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R231224.1335.6800d3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.24 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R231221.1125.670134 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.36 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230824.1046.70014d 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.75 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230823.1213.62005a 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.69 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230821.1554.640085 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240405.0307.700012 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.53 টাকা। নতুন মেয়াদ 05/05/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240428.1736.610093 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.24 টাকা। নতুন মেয়াদ 28/05/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240426.1201.720049 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 26/05/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240424.1900.6700ad 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.23 টাকা। নতুন মেয়াদ 24/05/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230423.1146.21008f 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.14 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230421.0940.25003e 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.78 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R240419.1038.62007b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 29.45 টাকা। নতুন মেয়াদ 19/05/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230419.2005.210113 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.79 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230418.1159.130120 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.82 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R240417.1901.6800a3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.05 টাকা। নতুন মেয়াদ 17/05/24পর্যন্ত,0,1,0,0,1,1,0,0,1,1,0,1,6.75,0,115
ham,ট্রানজ্যাকশন নম্বর R230415.1216.110049 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 21.02 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
ham,ট্রানজ্যাকশন নম্বর R230413.1729.140016 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.80 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,1,1,0,0,1,1,1,0,1,1,0,1,6.75,1,115
spam,??? ?????? ???? ????? ???? ?????? ????? ?? ?????+????? ????? ??????+??????+??? ?????????? ?????????? cutt.ly/c600,0,1,0,0,0,0,0,0,0,0,1,0,10.0,0,100
spam,ND vs PAK সুপার ফোর এর উত্তেজনাপূর্ণ লড়াই দেখতে এখনই রিচার্জ করুন!,0,1,1,0,1,0,0,0,0,0,0,0,4.5,0,56
spam,১০০% ক্যাশব্যাক অফার শুধুমাত্র আপনার জন্য। ৩০ সেপ্টেম্বর এর মধ্যে আপনার আকাশ সংযোগটিতে এক মাস রিচার্জ করলেই পেয়ে যাবেন এই অফারটি । বিস্তারিত জানুন ১৬৪৪২ নম্বরে I,1,1,0,0,1,0,0,0,1,1,0,1,5.12,1,136
spam,আকাশ রিচার্জ করে ভারত-শ্রীলঙ্কা ম্যাচটি দেখুন জিটিভি এইচডি তে,0,1,0,0,0,0,0,0,0,0,0,0,5.78,0,53
spam,"সর্বোচ্চ ১৫০০ টাকা পর্যন্ত ক্যাশব্যাক পেতে, প্রিয়জন ও নিজেকে আকাশ সংযোগ রেফার করুন ১৬৪৪২ নম্বরে কল করে",1,0,0,0,0,1,0,0,1,0,0,1,5.0,1,86
spam,আকাশ রিচার্জ করে ভারত-পাকিস্তান ম্যাচটি দেখুন জিটিভি এইচডি তে,0,1,0,0,0,0,0,0,0,0,0,0,5.78,0,53
spam,১০০% ক্যাশব্যাক অফার শুধুমাত্র আপনার জন্য। ৩০ সেপ্টেম্বরের মধ্যে বন্ধ আকাশ সংযোগটিতে ১ মাস রিচার্জ করে বুঝে নিন ইনস্ট্যান্ট ক্যাশব্যাক। বিস্তারিত ১৬৪৪২,1,1,0,0,0,0,0,0,1,1,0,1,5.77,1,130
spam,আকাশ রিচার্জ করে BAN vs UAE এর দুর্দান্ত T-20 ম্যাচটি দেখুন GTV HD তে,0,1,1,0,1,0,0,0,0,0,0,0,3.93,0,56
spam,"মাত্র ৳৩০০০ রিচার্জে ১২ মাস আকাশ স্ট্যান্ডার্ড প্যাক, মাসিক ৳২৫০ *T&amp;C",0,1,0,0,1,0,0,0,0,0,0,1,5.36,0,63
spam,আপনার আকাশ স্টান্ডার্ড ফ্রি ৭ দিনের মেয়াদ আজ ১৯ সেপ্টেম্বর শেষ হচ্ছে!,0,1,0,0,0,0,0,0,1,0,0,0,4.75,0,58
spam,আপনার বন্ধ থাকা আকাশ সংযোগে রিচার্জ করে উপভোগ করুন আইপিএল ২০২১ এর রোমাঞ্চকর ম্যাচ স্টেডিয়ামে দেখার মতো অভিজ্ঞতা নিয়ে গাজী টিভি এইচডি চ্যানেলে।,0,0,0,0,0,0,0,0,0,0,0,1,5.26,0,122
spam,আকাশে ৭০০ টাকা রিচার্জে ১০০ টাকা ইনস্ট্যান্ট ক্যাশব্যাক*শর্ত প্রযোজ্য,0,1,0,0,0,1,0,0,1,1,0,0,6.67,0,61
spam,আজই রিচার্জ করে BD vs WI ক্রিকেট লিজেন্ডদের T20 দেখুন Cineplex HD তে,0,0,1,0,1,0,0,0,0,0,0,0,4.31,0,56
spam,আকাশ রিচার্জ করে পাকিস্তান- শ্রীলঙ্কা ম্যাচটি দেখুন জিটিভি এইচডি তে,0,1,0,0,0,0,0,0,0,0,0,0,5.7,0,58
spam,Asia Cup এর উত্তেজনাপূর্ণ IND vs PAK লড়াই দেখতে এখনই রিচার্জ করুন!,0,1,1,0,1,0,0,0,0,0,0,0,4.5,0,55
spam,এখনই রিচার্জ করে New Zealand vs Bangladesh এর T20 লড়াই দেখুন GTV HD তে,0,0,1,0,1,0,0,0,0,0,0,0,4.07,0,57
spam,বিশ্বকাপে BAN vs AFG ম্যাচ আকাশের HD চ্যানেলে দেখতে এখনই রিচার্জ করুন!,0,1,1,0,1,0,0,0,0,0,0,0,4.83,0,61
spam,এখনই রিচার্জ করে BAN Vs. PAK এর জমজমাট T20 লড়াই দেখুন GTV HD তে,0,0,1,0,1,0,0,0,0,0,0,0,3.5,0,50
spam,৳১০০ ক্যাশব্যাক নগদ দিয়ে আকাশে ৳৭৫০ রিচার্জে (নগদে ৳৫০ আকাশে ৳৫০) *T&amp;C,0,1,0,0,1,0,0,0,0,1,0,0,4.83,0,63
spam,আজকেই শেষ দিন ২০০ টাকা ইনস্ট্যান্ট ক্যাশব্যাক সহ ফ্যান জার্সি বুঝে নেয়ার। আজই ৪০০ টাকা আপনার বন্ধ আকাশে রিচার্জ করে অফারগুলো বুঝে নিন।,0,0,0,0,0,1,0,0,1,1,0,0,4.78,0,112
spam,"প্রিয় গ্রাহক, ২০০ টাকা ইনস্ট্যান্ট ক্যাশব্যাক সহ ফ্যান জার্সি বুঝে নিন শুধুমাত্র আপনার বন্ধ আকাশে ৪০০ টাকা রিচার্জ করে",0,0,0,0,0,1,0,0,1,1,0,0,5.21,0,100
