label,text
Spam,"আপনি চাইলে ঘরে বসে মোবাইলে থেকেই অনলাইনে ইনকাম করতে পারেন এবং পার্টটাইম এবং ফুলটাইম দুটোই করতে পারেন। যেখান থেকে দিনে আপনি ১০০০ থেকে ২০০০ টাকা সহজেই ইনকাম করতে পারবেন।

বিস্তারিত জানতে যোগাযোগ করুন এই নাম্বারে

+৯১ ৮৯২৭৬২৩৭১৩"
Spam,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
Spam,"https://t.me/Trust_earning_Airdropbot?start=r02156081575
প্রতি রেফারে ২৫০ টাকা ইনকাম করতে পারবেন। উপরের ২ টি লিংক এ ক্লিক করে start করুন এবং Telegram website থেকে দেয়া সেই লিংক টা আপনার প্রেন্ড দের কাছে শেয়ার করুন।"
Spam,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
Spam,আপনার মোবাইল অ্যাপ্লিকেশন আপডেট করতে কল করুন +8801912233445
Spam,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi"
Spam,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
Ham,"এই ০১৭৮২৯৭৩৭৮৩ নাম্বারে কল ব্যাক কর, আমার টাকা নাই"
Spam,আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [securecreditcard.com/UpdateBD]
Spam,বাংলাদেশ ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801919900112
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
Ham,আশা করি তোমার সফলতা হোক!
Spam,আপনি একটি গুরুত্বপূর্ণ নোটিফিকেশন পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [notifyme.org/ImportantBD]
Spam,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: cutt.ly/2wEyml8b"
Spam,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [debitcardlimit.com/IncreaseBD]
Spam,ধোনির হাতে কি উঠবে ট্রফি? দেখুন আইপিএল ফাইনাল cutt.ly/ywqDAPVv
Spam,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
Spam,অফার: সব গ্রোসারিতে ১০% ক্যাশব্যাক। শুধু আজকের জন্য।
Ham,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।"
Spam,"আজই ক্যাসিনোতে বাজি ধরুন এবং ১০,০০০ টাকা জেতার সুযোগ পান! এখনই যোগ দিন: smilesvoegol.servebbs.org/voegol.php"
Ham,তুমি সাফল্যের জন্য তৈরি।
Spam,"৳১০০ ক্যাশব্যাক! ৩০জিবি+৫০০মি. @৳৩৯৯ ৩০দিন,নিয়ে নাও: cutt.ly/AwkY4L2C"
Spam,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
Ham,০১৬৭২৫৭৩৮৫১ নাম্বারে বিকাশ করুন।
Spam,"ফুটবলে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php"
Spam,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
Spam,"৪০৳ ক্যাশব্যাক! ৪৬জিবি @৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
Ham,আপনি কি চিন্তা করছেন?
Spam,"""অভিনন্দন! আপ্নি পাসেন"" ""বিকাশ"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT বৃত্তি"""" (টাকা-10,499/) আপনার পরিমাণ আইডি: এখন আপনার প্রার্থী নির্বাচন করুন: Bestarito Janta Call korun office: 01794567889 (am 11 to 5pm} ওথোভা""""ঠিক আছে""""লিখা এসএমএস করব? আমড়া আপনের কেচা কল করবো.!"""
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Ham,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮
Spam,বাংলাদেশ ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। জরুরি ভিত্তিতে কল করুন: +8801812345678
Ham,নমস্কার!
Spam,"৳৩০ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৮, ৩০দিন cutt.ly/QwE5OlXt"
Ham,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
Ham,তুমি কি বইয়ের দোকানে যাচ্ছো?
Spam,"জনতা ব্যাংক থেকে ১,০০০ টাকা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801912233445"
Spam,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
Spam,অফারের ছড়াছড়ি! এখনই কিনুন ২০% ছাড়ে আপনার পছন্দের পোশাক। শুধু আজকের জন্য!
Spam,"প্রিয় গ্রাহক, আপনার bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801712345678"
Ham,কঠোর পরিশ্রমই সাফল্যের চাবিকাঠি।
Spam,ক্রিপ্টো বিনিয়োগে লাভবান হন! আজই শুরু করুন: http://bit.ly/CryptoInvest
Spam,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
Spam,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
Spam,"https://t.me/darazbotpay_bot?start=r01789928105.
Free income করতে পারবেন। ১মিনিট ঢুকে দেখলে তো আর কোন সমস্যা নেই,"
Ham,"কষ্ট পেয়ো না, আমি আছি তোমার পাশে।"
Spam,"এপ্রিল-২৪
রিচার্জ:0৳
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳"
Ham,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
Ham,তুমি সাফল্যের জন্য তৈরি।
Ham,"০১৮২৭৩৮২৭৮৫ এই নাম্বারে কল করুন, টাকা দরকার।"
Spam,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134
Spam,আপনার bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় সক্রিয় করতে কল করুন: +8801819876543
Spam,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
Ham,০১৮২৭৩৮২৯১৮ এই নাম্বারে জরুরি টাকা পাঠান।
Spam,মাশরাফির সাথে ফ্রি ট্রিপ জিততে আজই ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
Ham,তুমি কি শহরে যাচ্ছো?
Spam,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- cutt.ly/jwkuSC76"
Spam,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳"
Spam,"*বাড়িতে বসে ফর্ম  ফিলাপের কাজ। 
* ৫টা ফর্ম ফিলাপ ৫১০ টাকা, 
আমাদের কোম্পানিতে কিছু লোক নেওয়া হচ্ছে। 
*শিক্ষাগত যোগ্যতা : বাংলা পরতে পারলেই হবে 
*ফোনে WhatsApp থাকতে হবে। 
*বেতন : ৮০০০-১৮০০০ টাকা"
Ham,"টাকার কথা বললেই সে উঠে চলে যায়, আমি ওর কাছে ৩ লাখ টাকা পাই"
Spam,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801914567890"
Ham,"ধৈর্য ধরো, ভালো সময় আসবে।"
Ham,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
Spam,"প্রিয় গ্রাহক, আপনার কার্ডের তথ্য আপডেট করতে হবে। দয়া করে দ্রুত নিচের নম্বরে কল করুন এবং আপনার পিন নাম্বারটি বলুন। যোগাযোগের নম্বর: ০১৩৪৫৬৭৮৯৫৬"
Spam,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [debitcardlimit.com/IncreaseBD]
Spam,488.23MB অবশিষ্ট। উপভোগ করুন PayGo (6.6625Tk পর্যন্ত 5MB এর জন্য)| ব্যালান্স জানতে চাইলে *121*1*4#| নির্দিষ্ট প্যাকে 10% ইন্টারনেট বোনাস পেতে ভিজিট করুন mygp.li/bonus
Spam,শুধু আজকের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
Spam,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! আজই ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
Spam,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
Ham,তুমি কি পড়ছো?
Ham,আমার একটি সমস্যা আছে।
Spam,আগামী ১৩ অক্টোবর ২০২৩ দেশব্যাপী মুক্তি পাচ্ছে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এঁর জীবনীর উপর নির্মিত বায়োপিক চলচ্চিত্র 'মুজিব-একটি জাতির রূপকার'। চলে আসুন আপনার নিকটস্থ প্রেক্ষাগৃহে।
Spam,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।"
Spam,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
Spam,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
Ham,তোমার পরিশ্রম সার্থক হবে।
Ham,শুভ রমজানের রহমতের মাস!
Spam,"E-comerch Platform ( No Fee )
আমাদের কোম্পানিতে কাজ করে প্রতিদিন $10/$15 USDT আয় করতে চাইলে Inbox"
Spam,"আমার টাকায় আমার সেতু,বাংলাদেশের পদ্মা সেতু।একটি স্বপ্নের উম্মোচন। ২৫ জুন মাননীয় প্রধানমন্ত্রী স্বপ্নের পদ্মা সেতু শুভ উদ্বোধন করবেন।চোখ রাখুন,বিটিভি,সকাল ১০ টায়। বাংলাদেশ সেতু কর্তৃপক্ষ, সেতু বিভাগ।"
Spam,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
Spam,"সোনালী ব্যাংক থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: +8801712122134"
Ham,আপনি কি চিন্তা করছেন?
Spam,"ফাগুনের গুনগুন ডিল নাও- ১৩জিবি@১১৩৳, ৩দিন: cutt.ly/0wVxZ5vA"
Spam,দৈনিক ১৫০০ টাকা আয় করতে চাইলে অনুগ্রহ করে এই লিঙ্কে ক্লিক করুন এবং কাজ নিবন্ধন করুন: [https://t.me/DailyEarn_Money_bot?start=r07045881105](https://t.me/DailyEarn_Money_bot?start=r07045881105)। যদি কোনো প্রশ্ন থাকে তাহলে ইনবক্স করুন।
Spam,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।"
Spam,"আজ ব্যাংক থেকে বিকাশ-এ ৫০০ টাকা আনলেই ১০ টাকা ক্যাশব্যাক, ১ বার! TCA"
Spam,"সাইপ্রাস/ইউরোপে স্পট ভর্তি প্রতিনিধির উপস্থিতিতে (মিঃ পাম্বোস) 10-11 অক্টোবর, 100% ভিসার নিশ্চয়তা, ক্রেডিট ট্রান্সফার, টিউশন ফি 5000 ইউরো শুধুমাত্র, বিএসবি, ঢাকা যোগাযোগের নম্বর: 01720577099"
Spam,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/
Ham,"কি খবর, হাই?"
Spam,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
Spam,৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। https://cutt.ly/Cr1ket
Spam,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
Ham,"হ্যালো, কি করছো?"
Ham,০১৭২৯১৭৩৮৪৯ এই নাম্বারে কল করুন।
Ham,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।"
Spam,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮"
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
Spam,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
Spam,মাশরাফির সাথে খেলার জার্সি জিততে আজই বেটিং শুরু করুন! শুরু করুন: promusic.co/components/interbank.com/
Spam,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
Spam,"আকর্ষণীয় চাকরি এবং পড়াশোনা, মাসিক বেতন 2 লাখ+ এবং পিআর সুযোগ @ দক্ষিণ কোরিয়া।
বিনামূল্যে শিক্ষাদান এবং বাসস্থান.
01720557103
01720557120
01321200716
01550402100"
Ham,কঠোর পরিশ্রমই সাফল্যের পথ।
Spam,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
Ham,আমি যেন খুব দুঃখিত হইছি।
Spam,কুল সব আপডেট মিস না করতে এখনই জয়েন স্কিটো টেলিগ্রাম: cutt.ly/NwJt7qvx
Spam,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
Spam,আজকের স্পেশাল: সব বইয়ে ১৫% ছাড়। দেরি না করে এখনই অর্ডার করুন।
Spam,"Dear Customer,

২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে রেজিস্টারড মোবাইল নম্বর থেকে 18604195555 এ এসএমএস প্রেরণ করুন।"
Spam,নতুন মেনুতে ১০% ছাড়! আজই আমাদের রেস্তোরাঁয় আসুন।
Spam,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801816566678
Spam,"২৭মিনিট মাত্র ১৯টাকা, মেয়াদ ৫দিন; নিতে ডায়াল করুন *১২১*৫০৮০#"
Spam,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।"
Spam,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
Ham,তুমি সাফল্যের জন্য তৈরি।
Ham,কেমন চলছে তোমার দিন?
Spam,"🌿 আপনার রেফার লিং👇👇
https://t.me/DailyEarn_Money_bot?start=r08826531935
🌷 প্রতি রেফারে পাবেন ৭৫ টাকা Daily Earn Money মানেই আগুন।
🫠 আমাদের Bot থেকে সারা বছর কাজ করতে পারবেন।"
Spam,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
Ham,তোমার দিন কেমন গেছে?
Spam,"""প্রিয় গ্রাহক, আপনার ইন্টারনেট পরিষেবা বন্ধ হতে চলেছে। পুনরায় চালু করতে এখানে ক্লিক করুন: www.face3b00kisp.com"""
Spam,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U"
Spam,"হ্যালো, ট্র্যাকিং কোড Dz-8342-FY344 সহ আপনার FEDEX প্যাকেজ আপনার ডেলিভারি পছন্দ সেট করার জন্য অপেক্ষা করছে: c4info/Gm0843vz1"
Spam,ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং একটি বিলাসবহুল হোটেল বুকিং জিতুন। ক্লিক করুন: super1000.info/docs
Spam,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816566678"
Ham,তোমার প্রতিভা অসাধারণ।
Spam,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
Ham,কেমন আছো আপনি?
Ham,"তুমি যা করতে চাইবে, তা পারবে।"
Spam,মাশরাফির সাথে ডিনার করার সুযোগ পেতে বিপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
Spam,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
Spam,"৩০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8"
Ham,০১৬৭২৫৬৩৭৪১ এই নাম্বারে টাকা পাঠা।
Spam,অভিনন্দন! আপনি ডাচ বাংলা ব্যাংক উপবৃত্তির জন্য নির্বাচিত হয়েছেন। সঠিকভাবে নিশ্চায়ন এবং টাকাও উত্তোলনের নিয়ম জানতে নিচের লিংকে ক্লিক করুন।
Ham,আপনার গাড়ির সার্ভিসিং-এর সময়সীমা শেষ হয়ে গেছে। দ্রুত যোগাযোগ করুন ০১৮৭৬৫৪৩২১।
Spam,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
Spam,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
Ham,কেমন যেন তোমার সময় কাটছে?
Spam,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801815566778
Ham,আজকের আপনার দিন কেমন কাটছে?
Ham,আমি সব সময় আমার সমস্যার জন্য সমাধান দিতে চাই।
Spam,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801914567890
Spam,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। এখনই যোগ দিন: promusic.co/components/interbank.com/
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Ham,এই পবিত্র মাসে তোমার সবকিছু ভালো হোক!
Ham,০১৬৭২৫৭৩৮৪৮ নাম্বারে কল করুন।
Spam,"ফুলঅন আড্ডা+ইন্টারনেটিং করতে ৬১জিবি+১০০০মি@৳৮৯৯,৩০দিন cutt.ly/LwEXIUPL"
Spam,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
Spam,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801912122234
Spam,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
Spam,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন cutt.ly/FwQhpKHc"
Spam,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
Spam,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/ChangePassword
Ham,"আমি ঠিক আছি, আপনি কেমন আছেন?"
Spam,সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
Ham,০১৯২৭৩৮২৮৯৪ নাম্বারে কল করুন।
Ham,শুভ ভালোবাসা দিবস!
Spam,"২০০ টাকা বিনামূল্যে বোনাস!
৫০০০টাকা জেতার সুযোগ।
https://cutt.ly/JiliG"
Spam,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801711011023
Spam,আপনার অ্যাকাউন্টটি সুরক্ষিত করতে অবিলম্বে লগইন করুন: [secureaccount.com/LoginBD]
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Spam,"৳১০০ ক্যাশব্যাক! ৩০জিবি+৫০০মি. @৳৩৯৯ ৩০দিন,নিয়ে নাও: cutt.ly/AwkY4L2C"
Spam,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailsecure.net/VerifyBD]
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Ham,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২৭,৯৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ২২ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.northsouth.edu.bd/ লগইন করুন। (North South)"
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
Spam,আপনি কক্সবাজারে একটি বিনামূল্যের ৭ দিনের ছুটির জন্য নির্বাচিত হয়েছেন। নিশ্চিত করতে 'YES' উত্তর দিন। লিঙ্কে ট্যাপ করুন: www.face3b00kurl.com।
Spam,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
Spam,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
Spam,আপনি Royal Tulip Sea Pearl Resort-এ বিনামূল্যে ৩ দিনের অবস্থান জিতেছেন। নিশ্চিত করতে 017XXXXXXXX এ কল করুন।
Spam,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
Spam,"আপনার মৌলিক স্থায়ীত্বের মধ্যে ক্যামব্রিজ ইউনিভার্সিটি এপ্লিকেশন ফি মুক্ত! পড়ার স্বপ্ন পূরণ করতে আজই যোগাযোগ করুন - ০১৭৪৬৬৩৫৭২৫"""
Spam,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
Spam,আপনার বিদ্যুৎ বিল পরিশোধ না হওয়ায় সংযোগ কেটে দেয়া হবে। কল করুন +8801912233445
Spam,"নতুন ডিলে লেভেলআপ ইন্টারনেটিং ২৫জিবি+৪০০মি@৳৩৯৭,৩০দিন cutt.ly/oeeJSDbP"
Spam,আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: http://bit.ly/CardLimit
Spam,কোন জমা ছাড়াই ১০০% হোম লোন সুবিধা। ২৪ ঘণ্টার মধ্যে অনুমোদন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
Spam,ক্রিপ্টো ট্রেডিং এ বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/CryptoDeal
Ham,০১৭২৯১৭২৯৬৪ নাম্বারে রকেটে টাকা পাঠান।
Ham,তোমার প্রতিভা অসাধারণ।
Spam,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: https://wa.me/8801715566778
Ham,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।"
Ham,শুভ ক্রিসমাস!
Ham,আজ কি করলে সময় গজবে?
Ham,শুক্রবার কি প্ল্যান?
Spam,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
Spam,"২০জিবি @৩০৯৳ ৩০দিন,মন মতো বানিয়ে নাও ডাটা মিক্সারে- cutt.ly/HwFKsbAy"
Spam,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001
Ham,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।"
Ham,"সব ঠিক হয়ে যাবে, সাহস রেখো।"
Spam,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
Ham,"তুমি কি প্রিয় বই পড়ছো? হ্যাঁ, বিখ্যাত বই পড়ি।"
Spam,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে এক এমবিপিএস ইন্টারনেট ব্যান্ডউদথের মূল্য ছিল ২৭ হাজার টাকা বর্তমানে একদেশ একরেটের আওতায় তা ৬০ টাকায় নির্ধারিত হয়েছে।"
Spam,"বিপিএল বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php"
Ham,"হ্যালো, কি খবর?"
Ham,না বললে জানতামই না
Spam,"৫০,০০০ টাকা বিনিয়োগে ১,৫০,০০০ টাকা অর্জন করুন! কল করুন: +8801717677789"
Ham,আমি একটি বার্তা পাচ্ছি এই যা কোন আপনি হল এই যা পেলাম এই যা সমাধান দেয় এই যা অন্য একটি সমাধান দেয়।
Ham,ভাইয়া ভর্তির জন্য কি বাবার আয়ের সনদ দিতেই হয়??  বলবেন একটু
Spam,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
Ham,আপনি কি চিন্তা করছেন?
Spam,ফার্নিচারে মেগা সেল! সব পণ্যে ১৫-৩০% ছাড়। আজই ভিজিট করুন।
Ham,আমি একটি গল্প পড়তে হবে।
Spam,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801810900912
Spam,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: https://wa.me/8801719900112
